2022.10.15,07:00,159.86,160.48,159.21,160.47,1758
2022.10.15,08:00,160.48,160.97,159.46,160.18,3365
2022.10.15,09:00,160.82,160.88,159.78,160.77,2009
2022.10.15,10:00,160.78,160.98,160.01,160.7,2134
2022.10.15,11:00,160.7,161.27,160.0,161.16,2585
2022.10.15,12:00,160.51,161.34,160.1,160.8,2093
2022.10.15,13:00,160.14,161.16,160.14,160.46,1533
2022.10.15,14:00,161.12,161.98,160.34,161.54,2148
2022.10.15,15:00,160.88,161.75,160.57,161.59,1928
2022.10.16,07:00,161.59,161.84,160.69,161.69,3488
2022.10.16,08:00,161.04,162.08,160.72,161.61,3962
2022.10.16,09:00,161.62,162.06,160.56,161.57,2765
2022.10.16,10:00,161.57,161.81,160.69,161.52,3077
2022.10.16,11:00,161.52,161.53,159.74,161.1,2734
2022.10.16,12:00,161.1,162.58,159.64,161.17,5346
2022.10.16,13:00,160.52,161.22,160.22,161.08,1224
2022.10.16,14:00,161.08,161.93,160.44,161.44,2177
2022.10.16,15:00,161.44,161.8,160.53,161.43,3466
2022.10.17,07:00,159.95,162.22,159.6,161.49,624146
2022.10.17,08:00,161.49,161.8,161.0,161.36,234108
2022.10.17,09:00,161.36,161.8,160.8,161.35,196364
2022.10.17,10:00,161.39,162.87,161.28,162.87,308556
2022.10.17,11:00,162.83,163.8,162.53,162.88,585629
2022.10.17,12:00,162.85,163.37,162.56,162.66,96384
2022.10.17,13:00,162.66,163.19,162.55,163.01,120077
2022.10.17,14:00,163.01,163.16,162.03,162.4,161475
2022.10.17,15:00,162.41,162.58,162.05,162.5,121233
2022.10.17,16:00,162.5,162.66,161.52,162.31,93136
2022.10.17,17:00,162.31,162.5,162.25,162.4,30276
2022.10.17,18:00,162.4,162.82,162.3,162.7,34175
2022.10.17,19:00,162.72,162.81,162.5,162.79,25063
2022.10.17,20:00,162.78,163.3,162.78,163.24,48092
